ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,region,notes
13317,Kristie Boogert,F,26.0,178.0,63.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Women's Singles,,Netherlands,
13197,George Valentine Bonhag,M,24.0,179.0,60.0,United States,USA,1906 Summer,1906,Summer,Athina,Athletics,"Athletics Men's 1,500 metres",,USA,
74511,Eero Juhani Manninen,M,19.0,180.0,72.0,Finland,FIN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Long Jump,,Finland,
108384,Matja Sekelj,M,23.0,179.0,74.0,Yugoslavia,YUG,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,,Serbia,Yugoslavia
28981,Aurelia Dobre (-Mofid),F,15.0,146.0,42.0,Romania,ROU,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,,Romania,
108732,Jermaine Seoposenwe,F,22.0,167.0,62.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,,South Africa,
73036,Sren Christoph Mackeben,M,29.0,183.0,85.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,,Germany,
122206,Tosha Lee Tsang,F,25.0,175.0,70.0,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Coxed Eights,Silver,Canada,
128497,Wang Jun,F,20.0,186.0,76.0,China,CHN,1984 Summer,1984,Summer,Los Angeles,Basketball,Basketball Women's Basketball,Bronze,China,
119121,Stanley Tembo,M,,,,Zambia,ZAM,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,,Zambia,
9834,Galina Vasilyevna Belyayeva,F,52.0,157.0,68.0,Kazakhstan,KAZ,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Women's Sporting Pistol, 25 metres",,Kazakhstan,
126972,Andrejs Vlaenko,M,19.0,,,Latvia,LAT,1994 Winter,1994,Winter,Lillehammer,Figure Skating,Figure Skating Men's Singles,,Latvia,
119622,Marcel Thvenet,M,33.0,,56.0,France,FRA,1948 Summer,1948,Summer,London,Weightlifting,Weightlifting Men's Bantamweight,,France,
59966,Kim Hye-Ok,F,19.0,,,North Korea,PRK,1992 Summer,1992,Summer,Barcelona,Diving,Diving Women's Springboard,,North Korea,
124499,Jan van der Wiel,M,27.0,,,Netherlands,NED,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's epee, Individual",,Netherlands,
118032,Rei Takemura,F,17.0,,,Japan,JPN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,,Japan,
49353,Kuanitra Holingsvorth,F,23.0,196.0,93.0,Turkey,TUR,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,,Turkey,
58458,Vladimr Kej,M,27.0,,,Czechoslovakia,TCH,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Pommelled Horse,,Czech Republic,
56933,Valrijs Kalmikovs,M,27.0,192.0,89.0,Latvia,LAT,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Breaststroke,,Latvia,
111331,Alesana Sione,M,34.0,188.0,127.0,American Samoa,ASA,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Men's Super-Heavyweight,,American Samoa,
56364,Tom Juro,M,21.0,188.0,88.0,Slovakia,SVK,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,,Slovakia,
133038,Misao Yokota,F,,,,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Backstroke,,Japan,
61548,Jana Knopov,F,18.0,160.0,47.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,,Czech Republic,
130652,Perri Williams,F,26.0,169.0,58.0,Ireland,IRL,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 10 kilometres Walk,,Ireland,
50809,Colette Hu (-Changeat),F,20.0,,,France,FRA,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Individual All-Around,,France,
129474,Jrg Weitnauer,M,21.0,186.0,93.0,Switzerland,SUI,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Quadruple Sculls,,Switzerland,
126032,Hendrik Verheijen,M,29.0,,,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Weightlifting,Weightlifting Men's Heavyweight,,Netherlands,
10299,Martin Berberyan,M,20.0,160.0,60.0,Armenia,ARM,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Featherweight, Freestyle",,Armenia,
111001,Ajmer Singh,M,24.0,185.0,73.0,India,IND,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,,India,
26635,Maurizio De Sanctis,M,30.0,185.0,98.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Baseball,Baseball Men's Baseball,,Italy,
62869,"Margit Korondi (Kronstein-, -Plachy, -Szalay)",F,24.0,,,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Horse Vault,,Hungary,
115019,Mieke Sterk (-van Wissen),F,22.0,168.0,59.0,Netherlands,NED,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 4 x 100 metres Relay,,Netherlands,
115579,Neli Stoyanova,F,21.0,164.0,60.0,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Individual All-Around,,Bulgaria,
61369,Ireneusz Kluczek,M,24.0,177.0,68.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,,Poland,
46428,Miho Hashiguchi,F,18.0,157.0,46.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Horse Vault,,Japan,
15637,Jaroslav Bro,M,21.0,183.0,79.0,Czechoslovakia,TCH,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Long Jump,,Czech Republic,
3231,Alessandro Alvisi,M,37.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Equestrianism,"Equestrianism Men's Jumping, Team",,Italy,
76865,Franois Mautin,M,20.0,,,France,FRA,1928 Winter,1928,Winter,Sankt Moritz,Ice Hockey,Ice Hockey Men's Ice Hockey,,France,
72997,Arvydas Macijauskas,M,24.0,192.0,90.0,Lithuania,LTU,2004 Summer,2004,Summer,Athina,Basketball,Basketball Men's Basketball,,Lithuania,
110365,Eln Sigurardttir,F,23.0,173.0,65.0,Iceland,ISL,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 50 metres Freestyle,,Iceland,
131413,Wong Ching,F,20.0,167.0,56.0,Hong Kong,HKG,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Women's Singles,,China,Hong Kong
93742,Giorgio Pessina,M,25.0,167.0,,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's Foil, Team",Gold,Italy,
113400,Soucaret,M,,,,France,FRA,1900 Summer,1900,Summer,Paris,Shooting,Shooting Men's Trap,,France,
57828,Nurbek Kasenov,M,20.0,180.0,71.0,Kyrgyzstan,KGZ,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Welterweight,,Kyrgyzstan,
96817,Ksenija Predikaka,F,26.0,172.0,62.0,Slovenia,SLO,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's Long Jump,,Slovenia,
77582,"Robert Bilsland ""Bobby"" McGregor",M,24.0,185.0,80.0,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 100 metres Freestyle,,UK,
63157,Yasuko Kosuge,F,34.0,161.0,54.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's Windsurfer,,Japan,
63748,Gintaras Krapikas,M,31.0,197.0,95.0,Lithuania,LTU,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball Men's Basketball,Bronze,Lithuania,
3604,Viktor An,M,16.0,170.0,65.0,South Korea,KOR,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",,South Korea,
8938,Islam Ilyasovich Bayramukov,M,29.0,186.0,97.0,Kazakhstan,KAZ,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver,Kazakhstan,
65888,Luciana Lagorara,F,19.0,,,Italy,ITA,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Team All-Around,,Italy,
62362,Haruhiko Kon,M,21.0,,,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Silver,Japan,
81637,Cecil Moore,M,22.0,,82.0,Guyana,GUY,1952 Summer,1952,Summer,Helsinki,Weightlifting,Weightlifting Men's Light-Heavyweight,,Guyana,
2798,Peter Frank Allam,M,25.0,193.0,93.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze,UK,
120757,Shuichi Toki,M,20.0,175.0,65.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Jumping, Team",,Japan,
63543,Danuta Kozk,F,25.0,168.0,63.0,Hungary,HUN,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Gold,Hungary,
43998,Arif Grdenl,M,25.0,,,Turkey,TUR,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Men's One Person Dinghy,,Turkey,
42602,Stanisaw Grdziski,M,22.0,178.0,73.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 400 metres Relay,,Poland,
10267,Carl Richard Benyon,M,20.0,157.0,54.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Pommelled Horse,,UK,
29608,lvaro Jos dos Santos Filho,M,36.0,172.0,,Brazil,BRA,1948 Summer,1948,Summer,London,Shooting,"Shooting Men's Free Pistol, 50 metres",,Brazil,
124146,Franziska van Almsick,F,26.0,181.0,66.0,Germany,GER,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze,Germany,
77895,John Tsuyshi McNally,M,32.0,170.0,86.0,United States,USA,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",,USA,
31247,Markus Eberle,M,33.0,183.0,80.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Slalom,,Germany,
132765,Yuliya Andreyevna Yefimova,F,16.0,178.0,64.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,,Russia,
8727,Maritta Bauerschmidt (-Grieig),F,18.0,158.0,43.0,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Uneven Bars,,Germany,
122503,Tdeviin Myagmarjav,M,27.0,170.0,67.0,Mongolia,MGL,1972 Summer,1972,Summer,Munich,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",,Mongolia,
72338,Ingrid Marianne Lundquist (-Grane),F,20.0,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 100 metres Freestyle,,Sweden,
21689,Omar Cisneros Bonora,M,22.0,180.0,67.0,Cuba,CUB,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 400 metres Hurdles,,Cuba,
101050,"Viljo Eino ""Ville"" Ritola (Koukkari-)",M,28.0,175.0,66.0,Finland,FIN,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 5,000 metres",Silver,Finland,
76799,Liesbeth Eveline Mau-Asam,F,23.0,172.0,59.0,Netherlands,NED,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,,Netherlands,
18116,Gheorghe Caranfil,M,,,,Romania,ROU,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's epee, Individual",,Romania,
133632,Vendela Elin Birgitta Zachrisson-Santn,F,26.0,176.0,68.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Sailing,Sailing Women's Two Person Dinghy,Bronze,Sweden,
94769,Silvio Pietroboni,M,24.0,,,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Football,Football Men's Football,Bronze,Italy,
57717,Rychard Oleksandrovych Karpov,M,25.0,,,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Light-Middleweight,,Russia,
119628,Abdoulaye Thiam,M,24.0,183.0,,Senegal,SEN,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Men's Sabre, Individual",,Senegal,
30973,Duan urii,M,22.0,182.0,78.0,Yugoslavia,YUG,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,,Serbia,Yugoslavia
72170,Matev Lukanc,M,21.0,,,Yugoslavia,YUG,1948 Winter,1948,Winter,Sankt Moritz,Alpine Skiing,Alpine Skiing Men's Downhill,,Serbia,Yugoslavia
99777,Stefania Reindl,F,30.0,156.0,50.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Balance Beam,,Poland,
24309,Erin Cumpstone,F,23.0,173.0,68.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,,Canada,
128615,Wang Ya-Fen,F,34.0,158.0,58.0,Chinese Taipei,TPE,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,,Taiwan,
81945,Alberto Moreno Yera,M,18.0,171.0,75.0,Cuba,CUB,1968 Summer,1968,Summer,Mexico City,Diving,Diving Men's Springboard,,Cuba,
88883,Jonas Thor Olsen,M,32.0,187.0,69.0,Denmark,DEN,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,,Denmark,
129362,"Desiderius ""Dezs"" Wein (Boros)",M,23.0,,,Hungary,HUN,1896 Summer,1896,Summer,Athina,Gymnastics,Gymnastics Men's Parallel Bars,,Hungary,
1106,Karim El-Husseini Aga Khan,M,27.0,,,Iran,IRI,1964 Winter,1964,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Men's Slalom,,Iran,
87132,Claudia Novelo,F,18.0,160.0,48.0,Mexico,MEX,1984 Summer,1984,Summer,Los Angeles,Synchronized Swimming,Synchronized Swimming Women's Solo,,Mexico,
24996,Manuela Dalla Valle,F,29.0,161.0,53.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,,Italy,
68159,Steven John Lee,M,29.0,183.0,83.0,Australia,AUS,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Downhill,,Australia,
117382,Gyngyi Szalay-Horvth,F,32.0,176.0,59.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's epee, Individual",,Hungary,
55200,Carl August Hjalmar Johansson,M,32.0,170.0,76.0,Sweden,SWE,1906 Summer,1906,Summer,Athina,Swimming,Swimming Men's 100 metres Freestyle,,Sweden,
118455,"Tnia Maria ""Tnia Maranho"" Pereira Ribeiro",F,33.0,166.0,55.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Silver,Brazil,
66758,Daniela Greluis Larreal Chirinos,F,23.0,170.0,75.0,Venezuela,VEN,1996 Summer,1996,Summer,Atlanta,Cycling,Cycling Women's Sprint,,Venezuela,
115079,Jeffrey Stanley Stevens,M,26.0,168.0,64.0,Great Britain,GBR,1972 Winter,1972,Winter,Sapporo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,,UK,
102617,Ernst Edward Rosenqvist,M,42.0,,,Finland,FIN,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Running Target, Single Shot",,Finland,
51976,Im O-Gyeong,F,20.0,167.0,65.0,South Korea,KOR,1992 Summer,1992,Summer,Barcelona,Handball,Handball Women's Handball,Gold,South Korea,
6201,Roberto Fabin Ayala,M,31.0,177.0,75.0,Argentina,ARG,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Gold,Argentina,
87718,Maksim Vladimirovich Oberemko,M,38.0,186.0,73.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Windsurfer,,Russia,
95524,"Michael Anthony Plumb, Jr.",M,21.0,196.0,95.0,United States,USA,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Fours,,USA,
16846,Alberto Busnari,M,29.0,172.0,70.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Individual All-Around,,Italy,
16235,Margit Marta Bhler (-Tschikof),F,16.0,175.0,65.0,Liechtenstein,LIE,1968 Winter,1968,Winter,Grenoble,Alpine Skiing,Alpine Skiing Women's Giant Slalom,,Liechtenstein,
111899,Helen Mary Slatter,F,26.0,175.0,67.0,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,,UK,
30169,Mary Emily D'Souza,F,20.0,,,India,IND,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's 200 metres,,India,
97294,Sandis Prsis,M,28.0,186.0,96.0,Latvia-2,LAT,1994 Winter,1994,Winter,Lillehammer,Bobsleigh,Bobsleigh Men's Four,,Latvia,
71348,Eric Lpez Ros,M,27.0,162.0,62.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horse Vault,,Cuba,
64523,Jeremi Kubicki,M,25.0,,,Poland,POL,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",,Poland,
105316,Bryan C. Sanders,M,21.0,190.0,76.0,United States,USA,1992 Winter,1992,Winter,Albertville,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",,USA,
275,Bashir Abdullah Abdul Aziz,M,22.0,180.0,73.0,Kuwait,KUW,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,,Kuwait,
110725,Charles Simmons,M,26.0,,,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Gymnastics,Gymnastics Men's Individual All-Around,,UK,
83552,"Thomas Joseph ""Tom"" Murphy",M,24.0,183.0,77.0,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 800 metres,,USA,
82981,Diego Mularoni,M,20.0,183.0,77.0,San Marino,SMR,2000 Summer,2000,Summer,Sydney,Swimming,"Swimming Men's 1,500 metres Freestyle",,San Marino,
95209,Elisabeth Pistauer,F,25.0,177.0,64.0,Austria,AUT,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Women's Hockey,,Austria,
66904,Lennart Nils Olov Larsson,M,25.0,,,Sweden,SWE,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,,Sweden,
30706,Christian Dnnes,M,28.0,207.0,105.0,Germany,GER,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,,Germany,
40233,lvaro Gijn de la Granja,M,21.0,172.0,65.0,Spain,ESP,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,,Spain,
38797,Rafael Luis Gargiulo,M,23.0,181.0,78.0,Argentina,ARG,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Light-Heavyweight,,Argentina,
28499,Geir Digerud,M,20.0,184.0,77.0,Norway,NOR,1976 Summer,1976,Summer,Montreal,Cycling,Cycling Men's 100 kilometres Team Time Trial,,Norway,
41857,"Sophia Hope Gorham (Hallowes-, -Compton)",F,26.0,,,Quicksilver-2,GBR,1908 Summer,1908,Summer,London,Motorboating,Motorboating Mixed B-Class (Under 60 Feet),,UK,
40062,scar Adolfo Giacch,M,24.0,,,Argentina,ARG,1948 Summer,1948,Summer,London,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",,Argentina,
5703,Vladimir Aleksandrovich Astapovsky,M,30.0,186.0,82.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Football,Football Men's Football,Bronze,Russia,
126290,Roberto Luis Viau H.,M,20.0,,,Argentina,ARG,1952 Summer,1952,Summer,Helsinki,Basketball,Basketball Men's Basketball,,Argentina,
52376,"Francis Knox ""Frank"" Irvine",M,21.0,,,South Africa,RSA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 200 metres,,South Africa,
88951,Anna Gunilla Olsson,F,24.0,165.0,58.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",,Sweden,
2236,Salima El Ouali Al-Alami,F,32.0,179.0,58.0,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",,Morocco,
82059,Thomas Morgenstern,M,23.0,184.0,67.0,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",,Austria,
66200,Jol Lamela Luaces,M,25.0,172.0,70.0,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,,Cuba,
129319,Paul Weier,M,37.0,175.0,70.0,Switzerland,SUI,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Individual",,Switzerland,
9255,"John Gilbert ""Jack"" Beckner",M,22.0,183.0,77.0,United States,USA,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Parallel Bars,,USA,
44931,Lszl Halsz,M,22.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Pairs,,Hungary,
117722,Pilin Tachakittiranan,F,21.0,174.0,60.0,Thailand,THA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Freestyle,,Thailand,
24126,Attila Csipler,M,25.0,166.0,63.0,Romania,ROU,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's Foil, Team",,Romania,
102352,John Luther Romig,M,29.0,176.0,62.0,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 10,000 metres",,USA,
99249,"Ronald Rawson ""Ron"" Rawson",M,27.0,,,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Boxing,Boxing Men's Heavyweight,Gold,UK,
20373,"Cheng Shu Ming ""Micky""",M,50.0,170.0,66.0,Hong Kong,HKG,1996 Summer,1996,Summer,Atlanta,Shooting,Shooting Men's Trap,,China,Hong Kong
57301,Maher Al-Kanzari,M,23.0,177.0,67.0,Tunisia,TUN,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,,Tunisia,
17313,"Deborah Margaret ""Debra"" Cain (-Kenner)",F,16.0,165.0,58.0,Australia,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Backstroke,,Australia,
110624,Anastasiya Dmitriyevna Simanovich,F,21.0,174.0,69.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Bronze,Russia,
78905,"Nikolaus Anton ""Toni"" Merkens",M,24.0,,,Germany,GER,1936 Summer,1936,Summer,Berlin,Cycling,Cycling Men's Sprint,Gold,Germany,
108386,Andrej Sekera,M,23.0,183.0,91.0,Slovakia,SVK,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,,Slovakia,
55789,"Charles ""Abe"" Jonker",M,22.0,183.0,72.0,South Africa,RSA,1956 Summer,1956,Summer,Melbourne,Cycling,"Cycling Men's Road Race, Individual",,South Africa,
11087,"Terence Eugene ""Terry"" Beucher",M,23.0,185.0,91.0,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Javelin Throw,,USA,
29601,Thiagus Petrus Gonalves dos Santos,M,27.0,198.0,104.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,,Brazil,
41504,Enrique Gonzlez Herrera,M,26.0,174.0,65.0,Spain,ESP,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's Foil, Individual",,Spain,
56612,Ariella Kaeslin,F,20.0,165.0,55.0,Switzerland,SUI,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Uneven Bars,,Switzerland,
80606,Eiki Miyazaki,M,37.0,170.0,62.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",,Japan,
105139,Antonio Snchez Muoz,M,20.0,181.0,72.0,Spain,ESP,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,,Spain,
773,Moustafa Adam,M,19.0,173.0,71.0,Egypt,EGY,1988 Summer,1988,Summer,Seoul,Modern Pentathlon,Modern Pentathlon Men's Individual,,Egypt,
10785,"Timothy B. ""Tim"" Berrett",M,31.0,180.0,67.0,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 50 kilometres Walk,,Canada,
127594,Eva Vrabcov-Nvltov,F,24.0,162.0,48.0,Czech Republic,CZE,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,,Czech Republic,
34747,Daniel Fernandes,M,31.0,175.0,72.0,France,FRA,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Lightweight,,France,
9569,Elena Belci-Dal Farra,F,27.0,160.0,57.0,Italy,ITA,1992 Winter,1992,Winter,Albertville,Speed Skating,"Speed Skating Women's 3,000 metres",,Italy,
126658,Henri Villecourt,M,22.0,182.0,75.0,France,FRA,1960 Summer,1960,Summer,Roma,Basketball,Basketball Men's Basketball,,France,
8194,Raymond Barry,M,22.0,160.0,57.0,Australia,AUS,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Bantamweight, Freestyle",,Australia,
92075,Claudio Patrignani,M,25.0,179.0,65.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",,Italy,
21756,"Richard Keith ""Stubby"" Clapp",M,31.0,173.0,80.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,,Canada,
27016,"Idalie ""Ida"" Degrande",F,18.0,,,Belgium,BEL,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Women's 800 metres,,Belgium,
